Entity,Code,Year,Oil consumption - TWh,Country name,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25,Population aged 15 to 64 years,Population older than 15 years,Population older than 18 years,Population at age 1,Population aged 1 to 4 years,Population aged 5 to 9 years,Population aged 10 to 14 years,Population aged 15 to 19 years,Population aged 20 to 29 years,Population aged 30 to 39 years,Population aged 40 to 49 years,Population aged 50 to 59 years,Population aged 60 to 69 years,Population aged 70 to 79 years,Population aged 80 to 89 years,Population aged 90 to 99 years,Population older than 100 years,Oil consumption per capita - TWh,Cluster
Chile,CHL,1993,104.486534,Chile,13998387,285180,1440913,4091310,6604791,8981858,9907075,9149729,289043,1155733,1364666,1285731,1259142,2478868,2144963,1556865,1075319,858772,411366,115887,5893,2,7.46E-06,4
China,CHN,1993,1663.7761,China,1195855600,19930440,116770700,338263650,572434600,789891900,857590400,799540400,20963850,96840264,117719120,103773816,103650600,254872600,176089000,132191490,87595910,63042668,31422880,8173116,552154,1516,1.39E-06,0
Colombia,COL,1993,128.17462,Colombia,34614732,881243,4324515,12273941,19025272,20936256,22340696,20205612,873486,3443272,4093748,3855678,3484580,6453231,5147495,3202032,1940320,1255071,643960,200960,13046,97,3.70E-06,0
Croatia,HRV,1993,40.6735,Croatia,4792409,48372,263036,899898,1544099,3268867,3892454,3693574,49648,214664,303957,332905,329543,649885,740487,648570,600742,537234,260164,115476,10353,57,8.49E-06,4
Cyprus,CYP,1993,22.876078,Cyprus,825993,14771,70184,203281,336305,541650,622700,586146,14028,55413,67942,65155,61480,142551,128467,103410,75254,56957,37259,15098,2224,12,2.77E-05,3
Czechia,CZE,1993,81.68363,Czechia,10318915,120394,627818,2040571,3695867,6949699,8278220,7739256,124189,507424,659077,753676,908262,1442787,1405472,1600304,1073679,1005339,569949,253523,18905,124,7.92E-06,4
Denmark,DNK,1993,113.18888,Denmark,5193776,67766,322783,886550,1603888,3503369,4306827,4109374,66371,255017,278579,285188,342339,797836,755685,786379,582113,470118,370739,176668,24950,399,2.18E-05,6
Ecuador,ECU,1993,71.340126,Ecuador,11132833,306904,1494931,4199817,6433510,6459124,6932987,6211459,301993,1188027,1406514,1298372,1178191,1981648,1454397,992337,625367,405581,220562,69111,5793,29,6.41E-06,4
Egypt,EGY,1993,243.19084,Egypt,61382204,1812330,8858200,24806868,36465976,33932656,36575228,32675670,1769542,7045870,8501733,7446935,6269311,10197930,7674808,5171530,3211491,2484703,1224254,317909,23290,110,3.96E-06,0
Estonia,EST,1993,20.748428,Estonia,1504446,16299,99225,322459,529506,990951,1181946,1118955,18049,82926,114807,108427,104118,201714,223052,191915,184108,158252,77601,37276,3910,41,1.38E-05,1
Finland,FIN,1993,124.88457,Finland,5066609,65531,325582,969482,1603776,3396231,4096963,3899007,65967,260051,317045,326855,321354,684263,777020,817257,546192,479301,315623,141068,14885,164,2.46E-05,6
France,FRA,1993,1098.2133,France,57053730,696280,3626903,11262791,19418430,37355612,45786156,43537028,717941,2930623,3743870,3892018,3877033,8472545,8442541,7986494,5645466,5612861,3447470,2000159,301589,4779,1.92E-05,1
Germany,DEU,1993,1646.8727,Germany,80573496,804980,4354585,13179757,22856402,55185590,67390400,64909388,830389,3549605,4435579,4389593,4148876,12609837,12763510,10125883,11283083,8093138,5176059,2873936,316078,3337,2.04E-05,6
Greece,GRC,1993,198.51204,Greece,10563442,113221,542608,1874692,3466879,7129182,8687687,8223613,108993,429387,594435,737649,777313,1638474,1488722,1336544,1241890,1184627,660803,315931,43383,1063,1.88E-05,1
Hong Kong,HKG,1993,100.89406,Hong Kong,6089809,72129,371823,1212163,2136999,4304130,4877154,4624927,73635,299694,399421,440919,433139,1076651,1241754,789645,505252,470096,243859,99143,17615,492,1.66E-05,1
Hungary,HUN,1993,87.67219,Hungary,10357423,118002,609959,1952113,3545468,6969233,8405122,7882479,122582,491957,625282,716872,869899,1367378,1486725,1473618,1201004,1087291,627818,268743,22646,188,8.46E-06,4
Iceland,ISL,1993,8.238461,Iceland,263942,4654,23152,65610,107136,169543,198305,186068,4597,18498,20527,21931,20719,42387,41723,32878,21358,19510,13022,5691,1017,27,3.12E-05,3
India,IND,1993,752.0428,India,926351300,26411302,125293730,345436740,523132860,542339650,580909300,523688770,25367068,98882430,115829230,104313780,93728280,158589380,124721720,85032810,58529788,37871812,17513860,4549013,372684,5213,8.12E-07,0
Indonesia,IDN,1993,448.4648,Indonesia,191737280,4448658,21825060,65436416,104620320,118073064,126300570,113884240,4384878,17376402,21760584,21850772,20382094,35727636,26164000,17038320,13714028,8668409,3675242,883736,47102,299,2.34E-06,0
Iran,IRN,1993,691.70404,Iran,59755430,1569461,8399516,25337872,36262430,32332248,34417524,30683668,1654986,6830055,9048469,7889887,5906545,9531870,7617833,4918797,3154450,2127744,936963,211200,12122,35,1.16E-05,4
Iraq,IRQ,1993,273.90445,Iraq,19295822,719628,3325338,8563674,12617990,10056841,10732117,9396912,692307,2605710,2792027,2446309,2175050,3389974,1884425,1369722,910988,576623,322881,95850,6604,30,1.42E-05,1
Ireland,IRL,1993,62.44094,Ireland,3545700,49306,260132,903280,1517989,2235256,2642294,2439176,51491,210826,297051,346097,330148,527097,494868,445379,305849,258156,194514,77457,8826,126,1.76E-05,1
Israel,ISR,1993,124.56148,Israel,5213005,104805,535378,1547386,2478736,3152660,3665437,3368526,107365,430573,515205,496803,493303,803008,696957,619488,368829,335611,230584,105030,12627,182,2.39E-05,6
Italy,ITA,1993,1119.7963,Italy,56869456,559501,2690074,8558793,17005400,39186976,48307628,46052010,542457,2130573,2732978,3135741,3959242,9193384,8170232,7512705,7045618,6329680,3922635,1954435,219698,3035,1.97E-05,6
Japan,JPN,1993,3000.4573,Japan,124779576,1188211,6037580,20376652,39402510,87029710,104394920,99081310,1193150,4849369,6772652,7566419,9326043,18199750,15844616,19679924,16743452,13317600,7568541,3273321,441670,8010,2.40E-05,6
Kazakhstan,KAZ,1993,186.6075,Kazakhstan,16979700,343255,1832745,5318862,8227051,10650750,11660764,10735317,356389,1489490,1869977,1616140,1524814,2735347,2732089,1680569,1448638,987909,386984,153510,10904,74,1.10E-05,4
Kuwait,KWT,1993,48.682903,Kuwait,1653651,33861,173984,569947,867133,1053972,1083703,971649,34285,140123,193248,202715,171702,254343,285953,213817,103177,39545,12383,2545,238,1,2.94E-05,3
Latvia,LVA,1993,26.014383,Latvia,2638889,28895,175667,554645,919777,1742977,2084152,1981196,32980,146772,200972,178006,176176,372873,392581,322270,331239,275284,136943,68624,8162,92,9.86E-06,4
Lithuania,LTU,1993,44.611813,Lithuania,3788532,51109,278709,845349,1395146,2500152,2942914,2782561,54842,227600,295540,271100,269369,571422,582312,447083,432017,364319,172980,90314,13098,269,1.18E-05,4
Lower-middle-income countries,,1993,3198.2742,Lower-middle-income countries,2149098800,63226412,301025950,831741500,1245287400,1227875500,1317346400,1182064800,60980236,237799540,279148300,251567230,220130240,363226780,278017600,185636300,131412540,86899180,40228076,10944038,851682,10702,1.49E-06,0
Luxembourg,LUX,1993,22.86836,Luxembourg,396705,5276,25998,71655,120217,271387,325039,312250,5259,20722,23198,22459,21537,60772,67256,55370,44810,39787,23265,11067,1175,11,5.76E-05,5
Malaysia,MYS,1993,186.71935,Malaysia,19050074,517388,2463162,6789408,10347122,11532196,12260394,11144120,505087,1945774,2286822,2039424,1837714,3405228,2967708,1798955,1137710,682774,331775,90711,7819,273,9.80E-06,4
Mexico,MEX,1993,947.3392,Mexico,86648440,2331352,11354654,32350780,50745520,50563950,54289696,48335564,2294059,9023302,10734379,10261748,9759279,15865973,11110582,7258361,4822811,3088533,1589747,649068,145342,7966,1.09E-05,4
Morocco,MAR,1993,79.18833,Morocco,25806782,681332,3355090,10032118,15343257,14886214,15774630,14011530,679702,2673758,3411296,3265732,2860723,4526835,3295285,2097090,1504904,1038443,365549,79617,6184,34,3.07E-06,0
Netherlands,NLD,1993,426.74704,Netherlands,15251088,195436,977161,2802483,4964861,10453792,12447639,11899245,197674,781725,921801,903521,942588,2517282,2467585,2257617,1576993,1311492,915825,401489,56768,966,2.80E-05,3
New Zealand,NZL,1993,53.03442,New Zealand,3573739,58462,295416,824829,1390769,2341644,2748686,2588826,59552,236954,268794,260619,273794,568895,563847,465428,326390,276738,188559,75071,9964,224,1.48E-05,1
North Macedonia,MKD,1993,13.216734,North Macedonia,1996896,29980,158627,502640,789910,1327247,1494237,1403559,31079,128647,174324,169689,148108,288277,331678,272372,202945,149744,71987,27322,1804,19,6.62E-06,4
Norway,NOR,1993,105.488945,Norway,4312138,59800,301489,830203,1447549,2786266,3481579,3319458,60782,241689,266840,261874,283565,673097,635176,608282,399730,379356,334406,147220,20747,356,2.45E-05,6
Oman,OMN,1993,32.121742,Oman,2071874,61571,309561,849269,1231290,1173520,1222604,1100895,61914,247990,290756,248952,199023,354647,304363,192535,95149,47788,22504,6211,384,1,1.55E-05,1
Pakistan,PAK,1993,160.0418,Pakistan,125546620,4772231,22055894,55799216,78239370,65405800,69747304,62164468,4520762,17283664,18602440,15140884,12187716,19359304,14768981,9787711,6884677,4237596,2020173,476848,24298,101,1.27E-06,0
Peru,PER,1993,70.53644,Peru,23513888,646519,3176394,8980362,13798860,13645442,14533436,12968585,639050,2529875,3015613,2788355,2558722,4175365,3017072,2050567,1358990,842075,411246,111738,7661,90,3.00E-06,0
Philippines,PHL,1993,168.87619,Philippines,66083324,2048289,9708778,26294140,39448110,37555340,39788716,35467284,1983911,7660489,8671403,7913958,6984464,11535263,8599552,5589645,3620941,2109068,999200,315836,34749,467,2.56E-06,0
Poland,POL,1993,168.93677,Poland,38319300,496972,2651677,9117317,14834939,25132250,29201250,27304384,521701,2154705,3154214,3311426,3088861,5090131,6169467,5242235,3664939,3443937,1687027,745750,68904,733,4.41E-06,0
Portugal,PRT,1993,147.74039,Portugal,9992104,112892,554607,1854591,3475757,6677918,8137149,7643527,113058,441715,586226,713758,830301,1530397,1395651,1265620,1109623,1037933,656044,282624,28956,364,1.48E-05,1
Qatar,QAT,1993,14.567913,Qatar,486053,10232,50072,129377,207450,350894,356676,336629,10123,39840,43777,35528,34496,98256,121042,67516,24446,7927,2349,584,60,0,3.00E-05,3
Romania,ROU,1993,141.77019,Romania,22721662,256446.98,1466643,4955829,8802871,15201961,17765812,16583481,258613,1210196,1712737,1776449,1954721,3458419,3155558,2816826,2577667,2278862,1064424,432839,26497,20,6.24E-06,4
Russia,RUS,1993,2316.0288,Russia,148897280,1592081,9447794,33059660,53568772,99138410,115832960,109378776,1687472,7855713,12253162,11358705,10611334,19873086,25341268,18141808,17081020,15177158,6416320,2937572,253396,4654,1.56E-05,1
Saudi Arabia,SAU,1993,622.4703,Saudi Arabia,17846472,552236,2653406,7167527,10624180,10220880,10678923,9594169,529274,2101170,2416950,2097171,1775144,3260312,2645016,1537437,760517,424138,213605,59331,3423,22,3.49E-05,3
Singapore,SGP,1993,310.94153,Singapore,3334134,55364,262435,705990,1242599,2437799,2628109,2488002,55044,207071,228610,214945,243223,638027,720841,479072,258523,169275,84596,32096,2456,35,9.33E-05,2
Slovakia,SVK,1993,38.617085,Slovakia,5321863,73178,383484,1270750,2132782,3491328,4051063,3765753,75615,310306,427059,460207,469102,771308,822103,702048,491232,445947,242156,98942,8225,50,7.26E-06,4
Slovenia,SVN,1993,22.754904,Slovenia,1991685,20895,111238,387709,680912,1374683,1603957,1513376,21308,90343,129607,146864,149581,299458,318615,273374,227360,192209,93123,46013,4224,19,1.14E-05,4
South Africa,ZAF,1993,216.77266,South Africa,42525444,1150052,5943275,16675173,24368036,24169268,25849944,23753984,1161477,4793223,5968409,4763489,3472201,8303031,5252714,4024611,2310803,1478992,755012,228510,24070,326,5.10E-06,0
South Korea,KOR,1993,953.1819,South Korea,44932856,710211,3406615,10905419,19625408,31601808,34026588,31675454,700244,2696404,3360711,4138093,4115234,8852894,8335559,5009542,3962464,2290583,1117498,310861,31953,849,2.12E-05,6
Spain,ESP,1993,607.8931,Spain,39420540,389548,1977358,7015239,13674611,26656584,32403114,30411596,394776,1587810,2220686,2817195,3348337,6554442,5680024,4825131,4076014,4070906,2560151,1144492,143616,2189,1.54E-05,1
Sri Lanka,LKA,1993,23.671654,Sri Lanka,17825610,349453,1731977,5436888,8859611,11232651,12388411,11304402,349922,1382524,1762173,1942738,1763823,3220108,2583169,1880586,1282519,924595,527164,184367,22080,312,1.33E-06,0
Sweden,SWE,1993,203.13208,Sweden,8683403,118692,601230,1610485,2713196,5538184,7072285,6770358,122362,482538,519415,489840,525172,1220665,1160405,1276495,944022,826683,725772,347296,45775,633,2.34E-05,6
Switzerland,CHE,1993,149.1138,Switzerland,6936123,84320,421766,1214434,2092711,4710723,5721295,5487588,85645,337446,399746,392922,399388,1060469,1116055,1008495,792474,631085,447112,233592,32625,394,2.15E-05,6
Taiwan,TWN,1993,373.52438,Taiwan,21125720,319969,1567642,5295517,9112817,14367916,15829922,14620711,323291,1247673,1721631,2006244,1952961,3883287,3787866,2415032,1616313,1331409,664744,163493,14817,281,1.77E-05,1
Thailand,THA,1993,318.6915,Thailand,57776080,993247,5125154,16062758,27195158,39014460,41706750,38500010,1003481,4131907,5421023,5516581,5416469,11453942,9891730,6377488,4350657,2608751,1143457,387635,76623,6571,5.52E-06,0
Trinidad and Tobago,TTO,1993,17.295012,Trinidad and Tobago,1293979,23005,123592,419788,648462,809379,874166,799397,23720,100587,149548,146648,121418,217207,216353,143732,80521,54730,29747,9236,1222,25,1.34E-05,1
Turkey,TUR,1993,323.75943,Turkey,57296010,1343124,6618626,19601712,31195796,34892772,37693004,34004850,1321379,5275502,6554185,6428902,6028871,10694310,7743961,5288343,3731624,2481257,1257851,414405,52384,1290,5.65E-06,0
Turkmenistan,TKM,1993,33.987637,Turkmenistan,4031701,122951,604956,1614144,2384478,2263428,2417474,2171045,120376,482005,554344,454844,402960,705239,569808,282057,213724,158782,62181,20597,2126,83,8.43E-06,4
Ukraine,UKR,1993,341.12872,Ukraine,51778420,575078,3233548,10841663,17973496,34174668,40934220,38756830,612194,2658470,3904335,3703780,3629520,6936174,7857141,6217115,6661385,5646341,2672025,1208319,106200,2537,6.59E-06,4
United Arab Emirates,ARE,1993,231.98035,United Arab Emirates,2223289,44688,222177,610290,1014140,1590415,1612997,1518176,44535,177489,212097,176016,165841,518623,531743,277847,81301,24856,9797,2751,238,2,0.000104341,2
United Kingdom,GBR,1993,1012.2387,United Kingdom,57647464,762496,3868388,11212724,18833760,37331384,46429790,44444864,774564,3105892,3746482,3597854,3405401,8879465,8306053,7785965,6113226,5539638,4190114,1941953,267975,4950,1.76E-05,1
United States,USA,1993,9376.045,United States,258779760,3902988,19578396,56565612,93352500,170054690,202180940,191684130,3942584,15675407,18454890,18532328,17618960,39368216,44163436,34513030,23508076,20815814,14754809,6351315,1087282,33205,3.62E-05,3
Uzbekistan,UZB,1993,105.67035,Uzbekistan,22085922,669136,3260900,8824915,13050041,12379050,13260973,11875283,664315,2591764,3016360,2547655,2255679,3780874,2922328,1566174,1289449,992197,330125,111283,12864,35,4.78E-06,0
Venezuela,VEN,1993,250.98235,Venezuela,21172098,559853,2772485,7816718,11978178,12476757,13355290,12006182,557211,2212632,2620301,2423932,2195440,3753026,2944988,1897047,1230503,807365,410205,109837,6879,90,1.19E-05,4
Vietnam,VNM,1993,47.770554,Vietnam,71176410,1789109,9053587,26382816,40159570,40752910,44792870,40236310,1814601,7264478,8973203,8356027,7438247,11921787,9983995,5759005,3861570,3208654,1876785,669126,73704,717,6.71E-07,0
Algeria,DZA,1994,106.05089,Algeria,27937006,745434,3755730,11358252,17173066,15668784,16578685,14681069,752779,3010296,3915497,3687025,3096847,5034509,3525519,2158688,1338146,887690,406594,120919,9773,69,3.80E-06,3
Argentina,ARG,1994,261.49545,Argentina,34488696,721902,3532821,10177921,16086337,21122390,24309964,22369242,713566,2810919,3350842,3294258,3165557,5179600,4515938,3933880,3037072,2431777,1481327,508060,56752,810,7.58E-06,0
Australia,AUS,1994,395.58917,Australia,17805506,257702,1294902,3852185,6557677,11858737,13952125,13200769,258163,1037200,1280479,1276804,1273964,2792941,2854173,2521887,1704812,1396119,969352,387981,50896,1195,2.22E-05,2
Austria,AUT,1994,135.236,Austria,7935366,93034,473571,1415016,2451151,5329897,6520047,6250701,95116,380537,464308,477137,462744,1271866,1288883,1004004,926035,748316,514261,273180,30758,303,1.70E-05,5
Azerbaijan,AZE,1994,86.15903,Azerbaijan,7821889,180278,926383,2698026,4043422,4738175,5123855,4701498,179428,746105,957091,814552,690776,1350999,1315234,594908,540838,428227,145490,53236,4147,8,1.10E-05,0
Bangladesh,BGD,1994,26.85683,Bangladesh,115614904,3378675,16266962,47238704,70653910,64330052,68376184,60534024,3234184,12888287,16015769,14955974,12626742,19640432,14068666,9489648,6301147,3869602,1899468,459213,21263,15,2.32E-07,3
Belarus,BLR,1994,142.50797,Belarus,10475397,116091,661191,2319149,3799047,6887476,8156089,7689720,124201,545100,833619,824339,759753,1440611,1720429,1270949,1117521,1114928,509327,204326,18245,159,1.36E-05,0
Belgium,BEL,1994,326.46335,Belgium,10069182,117466,613398,1818356,3115889,6666739,8250237,7884688,122268,495932,595724,609234,609023,1446523,1579259,1391951,1076283,1078911,686456,336804,45027,589,3.24E-05,6
Brazil,BRA,1994,801.57837,Brazil,160980480,3512154,17517480,53526372,84526990,99614640,107453736,97444424,3473182,14005325,18076144,17932748,16291852,28448204,23693356,16263392,10858200,7245416,3582441,1007386,63489,366,4.98E-06,3
Bulgaria,BGR,1994,73.34055,Bulgaria,8548469,81138,460781,1583291,2820087,5661195,6964945,6587889,85445,379643,547128,575382,635317,1166327,1165167,1195795,992874,952380,588554,247153,21378,233,8.58E-06,0
Canada,CAN,1994,968.858,Canada,28981190,385903,2004770,5955701,9938202,19606508,23022488,21852852,395139,1618867,1970729,1980202,1956877,4279338,5158989,4214900,2786927,2313291,1581431,631360,99375,3002,3.34E-05,6
Chile,CHL,1994,112.2142,Chile,14210680,281996,1436046,4116950,6632763,9121597,10093726,9333247,284652,1154050,1385647,1295257,1262440,2487298,2192921,1615703,1097346,875361,433563,122590,6504,4,7.90E-06,0
China,CHN,1994,1690.6384,China,1207286700,19130968,110131620,337586500,563770000,799474900,869698370,812954560,19739314,91000650,121857120,105597760,98840100,252104540,183689970,140038380,88140050,64985572,32662748,8635105,601884,1837,1.40E-06,3
Colombia,COL,1994,134.27097,Colombia,35295460,881693,4350636,12396242,19219294,21445136,22899116,20718398,876571,3468943,4136442,3909164,3552044,6472105,5323776,3355666,2012911,1293659,665227,209969,13759,103,3.80E-06,3
Croatia,HRV,1994,41.96201,Croatia,4819431,50106,257842,884591,1542266,3291866,3934764,3732295,48658,207736,296875,329874,334959,658070,736589,675497,584631,546604,270554,116708,11152,76,8.71E-06,0
Cyprus,CYP,1994,22.61588,Cyprus,844452,14951,71417,208765,343231,553480,635671,596616,14662,56466,69050,68298,64391,142150,131729,106267,77773,58071,37813,15280,2197,16,2.68E-05,2
Czechia,CZE,1994,84.47287,Czechia,10321309,112985,612847,1983478,3673656,6995713,8337696,7812351,120208,499862,652676,717955,896946,1479752,1390899,1612943,1107434,987226,584003,258716,19777,135,8.18E-06,0
